gene.x,gene.y,weight.AF_confidence
IDH3A,PYGL,0.29
IDH3A,TARS1,0.268
IDH3G,MRPS2,0.26
IDH3G,NRP1,0.234
IDH3G,PDSS2,0.25
IDH3G,PISD,0.248
IDH3G,RCC1L,0.26
IDH3G,SIL1,0.24
IDH3G,TIMM44,0.248
IFIT5,MSI1,0.27
IFIT5,NCBP2,0.298
IFIT5,POLR1B,0.288
IFIT5,THUMPD3,0.256
IFT27,IFT88,0.246
IFT27,MOV10,0.286
IFT27,NUDT12,0.264
IFT27,TTC26,0.268
IFT57,MOV10,0.272
IFT80,TRIM27,0.27
IFT80,TTC30A,0.262
IFT81,MOV10,0.26
IFT81,TRIM27,0.212
IMMT,MRPL46,0.208
IMMT,MYO1C,0.242
IMMT,MYO6,0.26
IMMT,NPTN,0.218
IMMT,OPA1,0.232
IMMT,SMARCC2,0.21
INTS14,NXF1,0.232
IPO7,NUP85,0.26
IPO7,PMPCB,0.266
IQGAP1,MAPRE1,0.228
IRAK1,NUP35,0.234
IRF2BP1,MOV10,0.264
IRF2BP1,MTA2,0.218
IRF2BPL,REPS1,0.206
IRF2BPL,TRIM27,0.212
IST1,NUP133,0.242
IST1,ZW10,0.25
ITPRID2,LSR,0.202
ITPRID2,PRKAR2A,0.208
ITPRID2,TPM4,0.192
IWS1,PELP1,0.234
IWS1,SPATA5,0.218
JPH1,OCRL,0.23
JPH1,STK3,0.23
JUN,LIG3,0.244
JUN,MRTFB,0.192
JUN,RELA,0.23
KCTD21,RADX,0.282
KCTD21,SLTM,0.202
KDM1A,MED20,0.28
KEAP1,PLOD3,0.266
KEAP1,PRPF4,0.244
KEAP1,PRPF6,0.236
KEAP1,RAE1,0.258
KEAP1,UPF1,0.248
KEAP1,USP39,0.242
KIF7,LEMD2,0.24
KIF7,OCLN,0.238
KIF7,PIGT,0.23
KIF7,SGPL1,0.228
KLF10,TFAP4,0.202
KLHL36,TAOK3,0.238
KPNA2,MAPRE1,0.272
KPNA2,YWHAG,0.268
KPNA3,TRIM27,0.248
KPNA6,MAPRE1,0.272
LACTB,MTREX,0.258
LACTB,MYO1D,0.248
LACTB,MYO6,0.262
LACTB,PPP1R9A,0.226
LACTB,RAI14,0.228
LAMP1,TIMM21,0.222
LAP3,PYGL,0.276
LAP3,SPECC1L,0.234
LAP3,TAOK1,0.236
LEMD2,NBN,0.222
LEMD2,SIN3A,0.228
LEMD2,SP3,0.208
LEMD2,TBL1XR1,0.24
LEO1,RAD21,0.2
LIG3,RFC4,0.234
LIG3,SHKBP1,0.226
LIG3,STUB1,0.238
LIG3,TRMT10C,0.242
LIG3,VRK3,0.236
LIG3,ZNF629,0.226
LIMA1,SH3BGRL2,0.196
LIMA1,TWF1,0.202
LOC100421372,RFX1,0.226
LOC100421372,RRBP1,0.196
LOC100421372,SIN3A,0.23
LONP1,MRPL17,0.242
LONP1,NDUFS2,0.228
LONP1,PDSS2,0.23
LONP1,PISD,0.234
LONP1,PRPF6,0.226
LONP1,STX8,0.238
LONP1,TARS2,0.238
LONP1,TRIM27,0.23
LONP1,TRMT61B,0.23
LONP1,VAMP3,0.244
LONP1,YME1L1,0.226
LRCH1,PRKAR1A,0.218
LRCH1,TRIM41,0.214
LRCH1,TSC1,0.22
LRCH2,MYO1B,0.24
LRCH2,PALM2AKAP2,0.218
LRCH2,SH3BGRL2,0.222
LRCH2,TPM1,0.218
LRCH2,TRIM41,0.212
LRCH3,PJA1,0.214
LRCH3,PRKAR1A,0.216
LRCH3,TRAF7,0.218
LRCH3,TRIM41,0.212
LRRFIP2,RAI14,0.208
LSM1,TSC1,0.23
LSM2,MOV10,0.296
LSM2,RNPC3,0.206
LSM4,MOV10,0.292
LSM4,SMN2,0.21
LSM4,UPF1,0.27
LSM6,PRPF6,0.266
LSR,MAPRE1,0.206
LSR,MYO1C,0.244
LSR,PALM2AKAP2,0.204
LSR,PRKAR2A,0.212
LSR,SPECC1,0.2
LZTS2,MAP7D3,0.192
LZTS2,OTUD4,0.208
LZTS2,TRIM41,0.204
LZTS2,TROAP,0.194
LZTS2,XPNPEP3,0.246
MAGED2,SLC30A9,0.228
MAGED2,YME1L1,0.226
MAIP1,SDF4,0.25
MAP3K20,MTA2,0.216
MAP7D3,OBI1,0.194
MAP7D3,TMOD1,0.204
MAP7D3,YME1L1,0.222
MAP7D3,ZNF281,0.196
MAPRE1,MYO6,0.278
MAPRE1,WDR61,0.27
MARS1,XPO1,0.256
MARVELD1,SRP19,0.256
MARVELD1,TNPO1,0.288
MATR3,XRCC1,0.202
MATR3,ZNF629,0.198
MCM10,MOV10,0.258
MCM10,TRAF3,0.21
MEAK7,OGDH,0.284
MEAK7,SPECC1L,0.226
MED14,MED26,0.24
MED14,PHF21A,0.24
MED14,POLR1E,0.24
MED15,MED4,0.198
MED15,POLR1E,0.21
MED15,SAP30,0.198
MED16,POLR1E,0.28
MED17,SAMD1,0.232
MED19,RFX1,0.228
MED19,SPRYD3,0.226
MED19,TOP2B,0.268
MED26,RRBP1,0.196
MED26,SIN3A,0.226
MED29,RFX1,0.23
MED4,POLR1E,0.228
MED4,RFX1,0.228
MED4,UBN2,0.204
METTL15,MRPL4,0.25
METTL15,MRPL46,0.256
METTL15,TARS2,0.264
MICU1,MRPL40,0.252
MICU1,MRPL46,0.248
MICU1,MRPL50,0.258
MICU2,PARL,0.24
MLYCD,PUM3,0.254
MOGS,TARS2,0.266
MOGS,UMPS,0.28
MOV10,MRPS9,0.276
MOV10,MSI2,0.278
MOV10,MTA2,0.26
MOV10,PATZ1,0.26
MOV10,PPM1G,0.266
MOV10,PRKAR1A,0.274
MOV10,PRPF31,0.268
MOV10,RNF216,0.254
MOV10,SART1,0.256
MOV10,SNRNP70,0.272
MOV10,TIMM8A,0.298
MOV10,TRAF2,0.27
MOV10,USP39,0.264
MRE11,OAT,0.242
MRPL17,MRPL38,0.256
MRPL17,NRP1,0.246
MRPL17,VAMP3,0.24
MRPL17,WARS2,0.276
MRPL17,YME1L1,0.246
MRPL38,NRP1,0.236
MRPL38,PISD,0.238
MRPL40,MTX2,0.264
MRPL40,ZYX,0.212
MRPL45,MTX2,0.252
MRPL45,NUP133,0.244
MRPL45,SUN2,0.212
MRPL46,OPA1,0.246
MRPL46,TFB2M,0.26
MRPL49,NARS2,0.294
MRPL49,USO1,0.266
MRPL49,ZYX,0.208
MRPL4,MRPL40,0.246
MRPL4,NCBP1,0.296
MRPL4,NCBP2,0.252
MRPL4,OPA1,0.244
MRPL4,P3H1,0.244
MRPL4,RCN1,0.238
MRPL4,STMN1,0.252
MRPL4,USO1,0.258
MRPL50,SLC39A6,0.226
MRPL50,TARS2,0.288
MRPL55,NME6,0.27
MRPL55,OPA1,0.258
MRPL55,SMOC1,0.214
MRPS18A,NDUFA10,0.264
MRPS18A,TARS2,0.282
MRPS18A,TFB2M,0.268
MRPS18A,ZYX,0.208
MRPS28,NARS2,0.292
MRPS28,PPP2R5D,0.266
MRPS28,STMN1,0.218
MRPS2,NRP1,0.238
MRPS2,PPIC,0.248
MRPS2,PPP2R5D,0.254
MRPS9,PDSS2,0.25
MRPS9,TRIM41,0.214
MRPS9,XRCC1,0.202
MRPS9,ZC3H7A,0.22
MSI1,NCBP2,0.224
MSI1,RCN1,0.238
MSI2,UPF1,0.262
MTMR1,NXN,0.26
MTMR1,STK3,0.26
MTR,PGRMC2,0.254
MTR,RHOT2,0.242
MTR,TRABD,0.25
MTREX,NFKBIL1,0.27
MTREX,PGD,0.26
MTX2,PDSS1,0.254
MTX2,SIL1,0.246
MYO1B,NDE1,0.254
MYO1B,PALM2AKAP2,0.254
MYO1B,PALS1,0.242
MYO1B,POC1A,0.25
MYO1B,PPP1R9B,0.24
MYO1B,RACGAP1,0.244
MYO1B,SARS1,0.244
MYO1C,MYO1D,0.234
MYO1C,NEFM,0.238
MYO1C,NOL10,0.24
MYO1C,PALS1,0.242
MYO1C,PFKP,0.25
MYO1C,PRPF6,0.236
MYO1C,SARS1,0.246
MYO1D,NEFM,0.24
MYO1D,TPM1,0.26
MYO6,OAT,0.26
MYO6,P4HB,0.262
MYO6,PGD,0.26
NAA15,PYGL,0.26
NAA15,TSNAX,0.29
NADK2,TIMM44,0.244
NADK2,WARS2,0.254
NAP1L4,SIN3A,0.23
NARS2,NSUN4,0.264
NARS2,YME1L1,0.24
NDC1,PLOD3,0.262
NDUFA10,SIL1,0.238
NDUFA10,SLC39A10,0.226
NDUFAB1,PFDN6,0.242
NDUFAB1,POLR1B,0.312
NDUFAB1,SART3,0.252
NDUFAF3,USO1,0.266
NDUFAF4,NUDT6,0.266
NDUFAF4,TRMT61B,0.252
NDUFS2,NUDT6,0.252
NDUFS2,PPP2R5D,0.242
NDUFS2,TRIM33,0.222
NDUFS2,TRMT61B,0.244
NDUFS2,YME1L1,0.232
NFS1,ZNRD2,0.28
NIPSNAP2,PDSS2,0.262
NIPSNAP2,PPP2R5D,0.254
NIPSNAP2,USO1,0.26
NME3,RDH13,0.276
NME3,TARS2,0.286
NME6,TRMT61B,0.25
NME6,WARS2,0.274
NRIP1,TP53,0.206
NRP1,NSUN4,0.236
NRP1,STIM1,0.228
NRP1,TARS2,0.24
NRP1,TFB2M,0.234
NRP1,TIMM44,0.234
NRXN1,RABL3,0.252
NRXN1,SAP30,0.256
NRXN1,SUDS3,0.252
NSUN4,SLC39A6,0.232
NUBPL,PPIC,0.254
NUBPL,STIM1,0.222
NUBPL,YME1L1,0.236
NUBPL,ZYX,0.226
NUCB2,REEP5,0.248
NUDC,PFDN4,0.218
NUDT6,PPP2R5D,0.25
NUDT6,TARS2,0.268
NUP133,NUP37,0.244
NUP133,TPX2,0.236
NUP155,PSMA2,0.272
NUP160,VAPA,0.29
NUP35,TCAIM,0.238
NUP35,TMEM209,0.226
NUP43,PGRMC2,0.272
NUP50,RBM15,0.206
NUP85,XPO7,0.268
NVL,TRMT6,0.23
NXF1,SMC3,0.218
NXF1,TCAIM,0.228
NXF1,TMEM209,0.218
NXF1,TPX2,0.206
NXN,PIGT,0.262
NXN,POMGNT2,0.264
OAT,P4HB,0.254
OAT,PELP1,0.24
OAT,PFKP,0.278
OAT,SUPT16H,0.23
OBI1,TRAF3,0.206
OCRL,OPA1,0.224
OCRL,SARS2,0.238
OGDH,PPP2CA,0.292
OGDH,PYGL,0.262
OGDH,WDR1,0.272
OGT,STUB1,0.284
OLA1,WDR1,0.278
OPA1,PRDX4,0.244
OPA1,TRIM33,0.224
OPA1,VAMP3,0.258
OTUD4,WRNIP1,0.21
P3H1,SART3,0.232
P3H1,SNX9,0.232
P3H1,THUMPD3,0.234
P3H1,VTI1B,0.254
P3H1,XPNPEP3,0.244
P3H4,TP53,0.244
P4HB,PRKAR2A,0.24
P4HB,WDR1,0.268
P4HB,XPO4,0.28
PAF1,RAI14,0.21
PAF1,RBM15,0.206
PAF1,TEX10,0.258
PALM2AKAP2,PFKP,0.286
PALM2AKAP2,PGD,0.272
PALM2AKAP2,RAI14,0.212
PALS1,PFKP,0.266
PALS1,PPP1R9B,0.224
PARL,SARS2,0.268
PARL,TIMM44,0.236
PARP2,POLDIP2,0.254
PARP2,TFCP2,0.248
PARP2,WDR26,0.236
PATL1,PRKAR1A,0.224
PATL1,XPNPEP3,0.242
PDCD7,UPF1,0.256
PDSS1,PISD,0.244
PDSS1,PRDX4,0.258
PDSS2,TFB2M,0.248
PDSS2,USO1,0.254
PDSS2,VAMP3,0.288
PFDN5,RCN1,0.258
PFDN5,SART3,0.254
PFDN6,SIRT1,0.242
PFDN6,SIRT5,0.284
PFKP,RAI14,0.254
PFKP,SPECC1,0.25
PGD,PYGL,0.28
PGRMC2,SRPRB,0.236
PGRMC2,TDRKH,0.244
PISD,TRIM33,0.216
PJA1,ZC3H18,0.196
PKP2,TPM4,0.25
PLBD2,PRPF3,0.252
PLBD2,PRPF6,0.242
PLEKHA7,SUN2,0.204
PLOD3,RAE1,0.282
PLOD3,STXBP2,0.266
PNKP,ZNRD2,0.266
POLR1B,TIMM8A,0.318
POMGNT2,TCAF1,0.278
PPFIA1,PRR14,0.212
PPFIA3,PRR14,0.212
PPM1B,RDH13,0.254
PPM1B,SRPRA,0.24
PPM1B,UMPS,0.246
PPM1G,RCN1,0.24
PPP2R1B,PRR14,0.252
PPP2R5D,STIM1,0.236
PPP2R5D,WRNIP1,0.234
PRDX4,SMOC1,0.224
PRDX4,TRIM33,0.208
PRDX4,TRMT61B,0.244
PRKAR1A,RNF169,0.208
PRKAR1A,TSC1,0.224
PRKCI,WDR61,0.238
PRPF31,ZC3H18,0.216
PRPF39,SNX9,0.246
PRPF39,TP53,0.258
PRPF3,ZC3H18,0.204
PRPF6,PYGL,0.26
PRPF6,SMN2,0.252
PRPF6,TPM1,0.254
PUM3,SIN3A,0.23
PYGL,TARS1,0.268
PYGL,TNPO1,0.26
PYGL,WDR1,0.272
RABL3,SLC39A14,0.234
RABL3,SRP19,0.264
RACGAP1,SPECC1L,0.21
RAD50,SGF29,0.224
RAD50,STUB1,0.226
RADX,XPNPEP3,0.266
RAE1,TRAF2,0.244
RANBP9,SMAD2,0.232
RBBP4,VAPA,0.274
RBM10,WRNIP1,0.212
RBM12,RNF20,0.202
RBM12,RNF40,0.198
RBM12,SNRPA,0.196
RBM27,SUN2,0.204
RBM27,TPX2,0.196
RBM6,ZNF768,0.196
RCN1,SIRT1,0.23
RCOR1,RCOR2,0.192
RCOR1,RCOR3,0.19
RCOR2,RCOR3,0.192
RDH14,SDF4,0.248
RDH14,SLC27A2,0.272
RELA,TP53,0.228
REPS1,TP53,0.212
RFX1,SP2,0.22
RFX1,ZNF410,0.224
RHOT2,TMEM177,0.258
RHOT2,TRABD,0.26
RIC8A,TNPO1,0.256
RNF169,TSC1,0.22
RNF216,TRAF7,0.218
RNF41,TARS2,0.27
RO60,TDRKH,0.252
RO60,UMPS,0.258
RRBP1,SAMD1,0.196
RTN3,SLC39A14,0.208
RUVBL2,TCF7L2,0.234
SAMD1,SIN3B,0.228
SAMD1,SPRYD3,0.21
SAMD1,TOP2A,0.252
SAP130,SAP30,0.194
SAP130,SAP30L,0.194
SARS2,YME1L1,0.242
SCAF1,SNRNP70,0.2
SEL1L,TMX3,0.254
SEL1L,TNPO1,0.248
SENP3,SMC3,0.218
SGPL1,TMEM177,0.276
SH3BGRL2,SPECC1,0.204
SHKBP1,VRK3,0.24
SIL1,TFB2M,0.24
SIL1,TRMT61B,0.234
SIN3B,XRCC5,0.222
SIRT5,THUMPD3,0.258
SLC25A13,SLC27A2,0.25
SLC25A13,SRPRB,0.238
SLC27A2,YME1L1,0.242
SLC39A10,STIM1,0.212
SMAD4,WDR26,0.24
SMARCD1,TIAL1,0.224
SMARCD2,TIAL1,0.222
SMC3,TBL1X,0.22
SMN2,UPF1,0.264
SMOC1,TIMM44,0.222
SMOC1,ZYX,0.204
SND1,WDR61,0.242
SNRNP70,WDR33,0.22
SNRPA,ZC3H18,0.198
SNX17,YME1L1,0.23
SP2,SRPRA,0.226
SPECC1,TOM1,0.202
SRPRA,TMEM177,0.234
SRPRB,TMX3,0.252
SRPRB,TRABD,0.252
STIM1,ZC3H7A,0.216
SUN2,TMEM201,0.208
SUN2,TPX2,0.204
SUPT16H,TFCP2,0.23
SUPT16H,TRMT6,0.23
TAOK1,TBR1,0.242
TAOK1,TSN,0.258
TFAP4,XPNPEP3,0.27
TFCP2,WDR26,0.242
TIMM10,WDTC1,0.3
TIMM44,TRIM33,0.212
TIMM44,ZC3H7A,0.22
TIMM44,ZYX,0.214
TMED1,UBAP2L,0.202
TMEM177,WDR11,0.3
TMLHE,TRIM33,0.222
TMOD1,ZC3H18,0.204
TNPO1,WDR1,0.252
TOM1,TWF1,0.21
TOM1,WDR1,0.27
TRIM27,TTC26,0.244
TRIM33,VAMP3,0.21
TRIM41,TROAP,0.206
TRIM41,TSC1,0.22
UBE2A,WIPF2,0.216
UBN1,ZNRD2,0.206
VAMP3,ZC3H7A,0.23
VAMP3,ZYX,0.216
VAPA,XPO7,0.294
XPC,ZNRD2,0.24
XPNPEP3,YWHAG,0.278
AMOTL1,DEAF1,0.188
BEND3,TCF7L2,0.2
CFAP97,PPP1R9B,0.19
CKAP4,GRIA2,0.218
CORO1A,CTNNB1,0.244
CTBP2,DYRK1A,0.22
DNAAF5,SPAST,0.256
EIF3G,EIF3K,0.228
ELAVL3,SIRT5,0.242
GNAI1,RABGGTB,0.254
IRF2BPL,TFAP4,0.2
LOC100421372,TCF7L2,0.192
MED19,MYT1L,0.188
NUP133,SPAST,0.226
OCIAD1,RFX3,0.228
PAX5,RFC4,0.238
AAAS,NXF1,0.232
AAGAB,AP1B1,0.242
AAGAB,NUP43,0.248
AAGAB,RDH14,0.246
AARS1,CCNL1,0.24
AARS1,CCNL2,0.242
AARS1,HDGFL2,0.228
AARS1,PUM3,0.228
AARS1,TSN,0.252
AARS1,TTLL12,0.236
ABLIM1,ATAD3B,0.206
ABLIM1,DNAJB1,0.198
ACAA1,HLA-C,0.254
ACAA1,MRPL45,0.264
ACAA1,MRPL49,0.284
ACAA1,SMOC1,0.252
ACAA1,TIMM44,0.25
ACAA1,USO1,0.244
ACAD11,AP1B1,0.226
ACAD11,AP2A2,0.224
ACAD11,AP2B1,0.226
ACAD11,ASPH,0.22
ACAD11,CHAF1B,0.228
ACAD11,CLPB,0.222
ACAD11,CNOT10,0.236
ACAD11,CNOT3,0.222
ACAD11,DARS2,0.242
ACAD11,DCAF7,0.234
ACAD11,DYRK1A,0.218
ACAD11,ERCC3,0.232
ACAD11,LEMD2,0.228
ACAD11,LOC100421372,0.234
ACAD11,MAGED2,0.224
ACAD11,MCAT,0.232
ACAD11,MED24,0.25
ACAD11,P3H1,0.222
ACAD11,PHF21A,0.222
ACAD11,PIP4K2C,0.232
ACAD11,RNF40,0.216
ACAD11,RNGTT,0.226
ACAD11,RUVBL1,0.23
ACAD11,TIMM9,0.25
ACAD11,ZNF146,0.236
ACADM,HYPK,0.29
ACADM,PYGL,0.276
ACADM,TAOK1,0.234
ACADSB,FASTKD2,0.246
ACADSB,MRPL17,0.278
ACADSB,MRPS18A,0.274
ACADSB,NRP1,0.224
ACADSB,RCC1L,0.246
ACBD3,ECD,0.232
ACOT9,ALDH18A1,0.226
ACOT9,CIP2A,0.234
ACOT9,CLPB,0.226
ACOT9,STIM1,0.23
ACOT9,USO1,0.244
ACTL6A,CALU,0.26
ACTL6A,SS18,0.25
ACTL6A,YME1L1,0.228
ACTN1,CDH2,0.216
ACTN1,CFAP97,0.216
ACTN1,IMMT,0.226
ACTN1,MAP7D3,0.206
ACTN1,NEFM,0.222
ACTN1,NEXN,0.216
ACTN1,PFKP,0.248
ACTN1,WDR1,0.238
ACTN4,CORO1C,0.232
ACTN4,DNAJC21,0.23
ACTN4,GNAI1,0.232
ACTN4,PRKAR2A,0.236
ADD3,PAWR,0.216
ADD3,TWF1,0.216
ADGRL2,MRPL50,0.218
ADGRL2,STMN1,0.218
ADSL,BMS1,0.228
ADSL,SIN3A,0.222
ADSL,SMC1A,0.222
ADSL,SMC3,0.222
ADSL,ZCCHC9,0.272
AFG3L2,ALDH6A1,0.238
AFG3L2,AP2M1,0.226
AFG3L2,ARHGEF1,0.216
AFG3L2,CDC73,0.226
AFG3L2,COQ10B,0.238
AFG3L2,COQ8A,0.222
AFG3L2,COQ8B,0.224
AFG3L2,CYB5B,0.242
AFG3L2,DARS2,0.24
AFG3L2,DCAF11,0.228
AFG3L2,EPS15,0.216
AFG3L2,ESYT2,0.214
AFG3L2,IMMT,0.218
AFG3L2,MICU1,0.226
AFG3L2,MRPL3,0.23
AFG3L2,MRPL4,0.234
AFG3L2,MRPL46,0.232
AFG3L2,MRPL55,0.244
AFG3L2,NDUFAF3,0.24
AFG3L2,NDUFS2,0.228
AFG3L2,NME3,0.238
AFG3L2,ORC4,0.226
AFG3L2,SARS2,0.232
AFG3L2,SLC27A2,0.234
AFG3L2,STMN1,0.244
AFG3L2,TMED1,0.238
AFG3L2,VAMP3,0.246
AGO2,CPSF3,0.256
AGO2,LSM2,0.304
AGO2,NCBP1,0.25
AGO2,PLOD3,0.248
AGPS,CALU,0.268
AGPS,COQ8A,0.246
AGPS,COQ8B,0.252
AGPS,DPF2,0.26
AGPS,FARS2,0.256
AGPS,MRPS18A,0.282
AGPS,OPA1,0.232
AGPS,PDSS1,0.26
AGPS,PDSS2,0.258
AGPS,PISD,0.262
AGPS,PPP2R5D,0.25
AGPS,SARS2,0.252
AGPS,SIL1,0.256
AGPS,SMARCD2,0.252
AGPS,SS18,0.26
AHCYL1,GPS1,0.232
AKAP8,BAIAP2,0.204
AKAP8,MTMR1,0.238
AKAP8,ODF2,0.194
AKR1B10,CAVIN1,0.244
AKR1B10,CDH2,0.222
AKR1B10,DSG2,0.212
AKR1B10,FLOT2,0.242
AKR1B10,FMNL2,0.214
AKR1B10,LMNB2,0.226
AKR1B10,PPP1R9B,0.22
AKR1B10,TWF1,0.252
AKR1B10,XPO5,0.282
ALDH18A1,COQ8A,0.222
ALDH18A1,FECH,0.226
ALDH18A1,IDH3A,0.23
ALDH18A1,IDH3G,0.228
ALDH18A1,MRPL3,0.236
ALDH18A1,MRPL55,0.258
ALDH18A1,NDUFAF4,0.25
ALDH18A1,NDUFS2,0.228
ALDH18A1,NME6,0.242
ALDH18A1,PARL,0.236
ALDH18A1,PDSS1,0.23
ALDH18A1,PRDX4,0.236
ALDH18A1,RCC1L,0.226
ALDH18A1,SIL1,0.222
ALDH18A1,STMN1,0.25
ALDH18A1,TIMM44,0.234
ALDH3A2,CALU,0.268
ALDH6A1,FARS2,0.254
ALDH6A1,MICU2,0.258
ALDH6A1,MRPS18A,0.282
ALDH6A1,MTX2,0.274
ALDH6A1,NRP1,0.234
ALDH6A1,OCRL,0.232
ALDH6A1,SIL1,0.254
ALDH6A1,SLC39A6,0.238
ALDH6A1,TRIM33,0.226
ALDH6A1,VARS2,0.268
AMPD2,SAMD1,0.252
ANP32B,ARL6IP5,0.228
ANP32B,CLTC,0.212
ANP32B,CORO1B,0.26
ANP32B,CTR9,0.242
ANP32B,DHX30,0.268
ANP32B,NFKBIL1,0.216
ANP32E,HDGFL2,0.202
ANP32E,SMC1A,0.216
ANP32E,TMED1,0.22
ANXA1,CACNA2D1,0.278
ANXA1,MYO1B,0.242
ANXA1,MYO1E,0.25
ANXA6,ATAD3B,0.222
ANXA6,CYB5R3,0.236
ANXA6,OGDH,0.262
ANXA6,PALM2AKAP2,0.234
ANXA6,SARS1,0.236
ANXA6,WDR1,0.25
AP1B1,ATAD3B,0.23
AP1B1,BCKDK,0.238
AP1B1,BTRC,0.232
AP1B1,DARS2,0.236
AP1B1,GALK1,0.24
AP1B1,MTMR1,0.232
AP1B1,ORC4,0.236
AP1B1,RNF41,0.242
AP1B1,SAV1,0.24
AP1B1,SLC25A13,0.23
AP1B1,SRPRB,0.244
AP1B1,TARS2,0.23
AP1B1,UMPS,0.236
AP1G1,AP2M1,0.24
AP1G1,DCAF7,0.244
AP1M1,DCAF7,0.242
AP1M1,IRF2BP1,0.218
AP2A1,CLTA,0.244
AP2A1,CNP,0.236
AP2A1,DARS2,0.234
AP2A1,GALK1,0.236
AP2A1,PRPF39,0.228
AP2A1,RNF41,0.24
AP2A1,SLC27A2,0.228
AP2A1,TDRKH,0.232
AP2A1,UMPS,0.234
AP2A2,BTRC,0.23
AP2A2,COMTD1,0.244
AP2A2,EIF3G,0.244
AP2A2,FBXW11,0.232
AP2A2,HSD17B4,0.228
AP2A2,NXN,0.236
AP2A2,PIGT,0.23
AP2A2,PLOD1,0.242
AP2A2,SLC27A2,0.23
AP2A2,TARS2,0.23
AP2A2,TDRKH,0.232
AP2A2,TRAF2,0.234
AP2A2,VTI1B,0.248
AP2B1,ATAD3B,0.23
AP2B1,B3GALT6,0.242
AP2B1,BCKDK,0.238
AP2B1,BTRC,0.232
AP2B1,DARS2,0.236
AP2B1,FBXW11,0.234
AP2B1,GALK1,0.238
AP2B1,MTMR1,0.232
AP2B1,NME3,0.252
AP2B1,ORC4,0.236
AP2B1,POMGNT2,0.232
AP2B1,PRPF39,0.228
AP2B1,RDH13,0.24
AP2B1,RNF41,0.244
AP2B1,SAV1,0.242
AP2B1,SLC25A13,0.23
AP2B1,SLC27A2,0.232
AP2B1,STX8,0.248
AP2B1,TARS2,0.23
AP2B1,VAPA,0.248
AP2B1,VTI1B,0.248
AP2M1,BCKDK,0.238
AP2M1,NXN,0.228
AP2M1,POMGNT2,0.256
AP2M1,PPM1B,0.242
AP2M1,PRPF39,0.248
AP2M1,RNF40,0.204
AP2M1,SRPRB,0.234
AP2M1,STK3,0.226
AP2M1,VTI1B,0.238
AP2M1,YME1L1,0.224
AP2S1,B3GALT6,0.268
AP2S1,CASK,0.232
AP2S1,COA7,0.266
ARHGEF1,ECI2,0.218
ARHGEF1,METAP1D,0.22
ARHGEF1,MRPL4,0.218
ARHGEF1,NDUFS2,0.22
ARL10,CLPTM1,0.238
ARL10,PEX19,0.226
ARL6IP5,TMED1,0.23
ARMC8,MAEA,0.266
ARMH3,BAX,0.278
ARMH3,NUCB1,0.258
ARMH3,NUCB2,0.26
ARMH3,RAP1GAP,0.246
ATAD3B,BCKDK,0.224
ATAD3B,BTRC,0.226
ATAD3B,CKAP2,0.208
ATAD3B,CNOT2,0.212
ATAD3B,CTNNA1,0.23
ATAD3B,DNAJB1,0.214
ATAD3B,FAM91A1,0.248
ATAD3B,FBXW11,0.228
ATAD3B,IRAK1,0.214
ATAD3B,LSR,0.212
ATAD3B,MRPL45,0.216
ATAD3B,MTMR1,0.242
ATAD3B,MYO1B,0.234
ATAD3B,MYO1D,0.238
ATAD3B,OCLN,0.214
ATAD3B,P4HB,0.216
ATAD3B,PPP1R9A,0.204
ATAD3B,PRPF6,0.23
ATAD3B,PYGL,0.264
ATAD3B,RACGAP1,0.208
ATAD3B,RAI14,0.204
ATAD3B,RBM15,0.204
ATAD3B,ZNF281,0.204
ATE1,ERLEC1,0.238
ATF7,POLR1E,0.21
ATF7,SPRYD3,0.204
ATIC,CAND1,0.246
ATIC,CAVIN1,0.268
ATIC,CDC73,0.258
ATIC,CORO1B,0.258
ATIC,DHX30,0.248
ATIC,FMNL2,0.234
ATIC,LACTB,0.256
ATIC,LEO1,0.248
ATIC,MYO1C,0.234
ATIC,PPP1R12A,0.234
ATIC,RACGAP1,0.25
ATIC,RAI14,0.236
ATIC,RBM15,0.236
ATIC,SENP3,0.256
ATIC,SIN3A,0.228
ATIC,SMC3,0.23
ATIC,TAOK1,0.234
ATIC,TTLL12,0.25
ATIC,XPO5,0.266
AUP1,CERS2,0.234
AXIN1,CDH2,0.21
B3GALT6,NXN,0.236
B3GALT6,ODF2,0.212
B3GALT6,RAE1,0.254
B3GALT6,STK3,0.23
BAG5,COA7,0.24
BAG5,TBL1XR1,0.234
BAIAP2,CASK,0.218
BAIAP2,HSD17B4,0.212
BAX,DNAAF5,0.284
BAX,RIC8A,0.27
BCKDK,DARS2,0.264
BEND3,GPS2,0.194
BEND3,LMNA,0.202
BEND3,MED15,0.192
BEND3,PHF21A,0.194
BEND3,PRPF31,0.21
BEND3,RFC4,0.214
BIRC2,PRKCI,0.22
BIRC2,XPNPEP3,0.244
BMS1,EXOSC2,0.234
BMS1,MAPRE1,0.238
BRMS1,SAP130,0.186
BRMS1L,RBBP7,0.258
BUD13,MSI2,0.188
BUD13,PATZ1,0.192
BUD13,RBM10,0.19
BUD13,TSNAX,0.212
CACNA2D1,CALR,0.274
CACNA2D1,PALM2AKAP2,0.276
CACNA2D1,TMOD2,0.28
CACTIN,EDC3,0.208
CACTIN,PATL1,0.206
CACTIN,PRKAR1A,0.198
CACTIN,TCF25,0.226
CADM1,DSG2,0.212
